45	210	-14.34	-5	-4.52
45	225	-13.33	-8.76	-7.46
45	240	-11.91	-12.11	-9
45	255	-8.39	-15.25	-7.57
45	270	-4.98	-99.99	-4.98
45	285	-2.68	-9.55	-1.87
45	300	-1.57	-1.77	1.34
45	315	-1.75	2.82	4.12
45	330	-3.62	5.72	6.2
45	345	-8.65	7.36	7.47
45	360	-99.99	7.89	7.89
60	0	-99.99	8.89	8.89
60	15	-11.78	8.32	8.36
60	30	-6.87	6.56	6.75
60	45	-5.19	3.46	4.02
60	60	-5.28	-1.39	0.1
60	75	-6.73	-9.51	-4.89
60	90	-9.52	-99.99	-9.52
60	105	-13.56	-16.34	-11.72
60	120	-16.5	-12.61	-11.12
60	135	-15.79	-7.13	-6.58
60	150	-15.99	-2.56	-2.36
60	165	-20.02	0.07	0.11
60	180	-99.99	0.92	0.92
60	195	-20.02	0.07	0.11
60	210	-15.99	-2.56	-2.36
60	225	-15.79	-7.13	-6.58
60	240	-16.5	-12.61	-11.12
60	255	-13.56	-16.34	-11.72
60	270	-9.52	-99.99	-9.52
60	285	-6.73	-9.51	-4.89
60	300	-5.28	-1.39	0.1
60	315	-5.19	3.46	4.02
60	330	-6.87	6.56	6.75
60	345	-11.78	8.32	8.36
60	360	-99.99	8.89	8.89
75	0	-99.99	10.95	10.95
75	15	-19.07	10.35	10.35
75	30	-14.24	8.51	8.53
75	45	-12.68	5.29	5.36
75	60	-12.93	0.27	0.48
75	75	-14.59	-8.05	-7.18
75	90	-17.67	-99.99	-17.67
75	105	-22.06	-15.53	-14.65
75	120	-24.18	-10.97	-10.77
75	135	-22.46	-4.48	-4.42
75	150	-22.45	0.29	0.32
75	165	-26.44	2.97	2.98
75	180	-99.99	3.83	3.83
75	195	-26.44	2.97	2.98
75	210	-22.45	0.29	0.32
75	225	-22.46	-4.48	-4.42
75	240	-24.18	-10.97	-10.77
75	255	-22.06	-15.53	-14.65
75	270	-17.67	-99.99	-17.67
75	285	-14.59	-8.05	-7.18
75	300	-12.93	0.27	0.48
75	315	-12.68	5.29	5.36
75	330	-14.24	8.51	8.53
75	345	-19.07	10.35	10.35
75	360	-99.99	10.95	10.95
90	0	-99.99	-99.99	-99.99
90	15	-99.99	-99.99	-99.99
90	30	-99.99	-99.99	-99.99
90	45	-99.99	-99.99	-99.99
90	60	-99.99	-99.99	-99.99
90	75	-99.99	-99.99	-99.99
90	90	-99.99	-99.99	-99.99
90	105	-99.99	-99.99	-99.99
90	120	-99.99	-99.99	-99.99
90	135	-99.99	-99.99	-99.99
90	150	-99.99	-99.99	-99.99
90	165	-99.99	-99.99	-99.99
90	180	-99.99	-99.99	-99.99
90	195	-99.99	-99.99	-99.99
90	210	-99.99	-99.99	-99.99
90	225	-99.99	-99.99	-99.99
90	240	-99.99	-99.99	-99.99
90	255	-99.99	-99.99	-99.99
90	270	-99.99	-99.99	-99.99
90	285	-99.99	-99.99	-99.99
90	300	-99.99	-99.99	-99.99
90	315	-99.99	-99.99	-99.99
90	330	-99.99	-99.99	-99.99
90	345	-99.99	-99.99	-99.99
90	360	-99.99	-99.99	-99.99
